Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,log_app_income,sqr_app_income,log_coapp_income,sqr_coapp_income,log_loan_amt,sqr_loan_amt,Total_Income,Total_Income_log,Total_Income_sqr,Payability,Payability_log,Payability_sqr,Credit_History_Payability,Loan_Status
LP002841,1,1,0,0,0,3166,2064.0,104.0,360.0,0.0,0,8.060224240440958,10023556,7.6324011266014535,4260096.0,4.6443908991413725,10816.0,5230.0,8.56216655705897,27352900.0,5126.0,8.542080906924017,26275876.0,0.0,0
LP001024,1,1,2,0,0,3200,700.0,70.0,360.0,1.0,0,8.070906088787819,10240000,6.551080335043404,490000.0,4.248495242049359,4900.0,3900.0,8.268731832117737,15210000.0,3830.0,8.250620082174692,14668900.0,3830.0,1
LP002141,1,1,3,0,0,2666,2083.0,95.0,360.0,1.0,2,7.888334500738654,7107556,7.641564441260972,4338889.0,4.553876891600541,9025.0,4749.0,8.465689348549121,22553001.0,4654.0,8.445482343862237,21659716.0,4654.0,1
LP002941,1,1,2,1,1,6383,1000.0,187.0,360.0,1.0,2,8.761393485256058,40742689,6.907755278982137,1000000.0,5.231108616854587,34969.0,7383.0,8.906935339059165,54508689.0,7196.0,8.881280595070423,51782416.0,7196.0,0
LP001798,1,1,2,0,0,5819,5000.0,120.0,360.0,1.0,2,8.66888370465667,33860761,8.517193191416238,25000000.0,4.787491742782046,14400.0,10819.0,9.289059126687574,117050761.0,10699.0,9.277905558138606,114468601.0,10699.0,1
LP001666,1,0,0,0,0,8333,3750.0,187.0,360.0,1.0,2,9.027978814382207,69438889,8.229511118964457,14062500.0,5.231108616854587,34969.0,12083.0,9.399554785027307,145998889.0,11896.0,9.383957488139991,141514816.0,11896.0,1
LP001924,1,0,0,0,0,3158,3053.0,89.0,360.0,1.0,2,8.057694194815587,9972964,8.023879992734878,9320809.0,4.48863636973214,7921.0,6211.0,8.734077192559303,38576521.0,6122.0,8.719644119505357,37478884.0,6122.0,1
LP001431,0,0,0,0,0,2137,8980.0,137.0,360.0,0.0,1,7.667158255319148,4566769,9.102755161296246,80640400.0,4.919980925828125,18769.0,11117.0,9.316230747233615,123587689.0,10980.0,9.30383071506352,120560400.0,0.0,1
LP001964,1,1,0,1,0,1800,2934.0,93.0,360.0,0.0,0,7.495541943884256,3240000,7.984121958702927,8608356.0,4.532599493153256,8649.0,4734.0,8.46252579007393,22410756.0,4641.0,8.442685139241176,21538881.0,0.0,0
LP001155,0,1,0,1,0,1928,1644.0,100.0,360.0,1.0,1,7.564238475170491,3717184,7.404887575616125,2702736.0,4.605170185988092,10000.0,3572.0,8.18088094199639,12759184.0,3472.0,8.15248607578024,12054784.0,3472.0,1
LP002446,1,1,2,1,0,2309,1255.0,125.0,360.0,0.0,2,7.744569809354496,5331481,7.134890851565884,1575025.0,4.8283137373023015,15625.0,3564.0,8.1786387885907,12702096.0,3439.0,8.142936010432265,11826721.0,0.0,0
LP002345,1,1,0,0,0,1025,2773.0,112.0,360.0,1.0,2,6.932447891572509,1050625,7.927685045615778,7689529.0,4.718498871295094,12544.0,3798.0,8.242229891372231,14424804.0,3686.0,8.212297138229768,13586596.0,3686.0,1
LP002175,1,1,0,0,0,4750,2333.0,130.0,360.0,1.0,0,8.465899897028686,22562500,7.75491027202143,5442889.0,4.867534450455582,16900.0,7083.0,8.865452825753623,50168889.0,6953.0,8.846928500099018,48344209.0,6953.0,1
LP001859,1,1,0,0,0,14683,2100.0,304.0,360.0,1.0,2,9.594445640962938,215590489,7.649692623711514,4410000.0,5.717027701406222,92416.0,16783.0,9.72812174830818,281669089.0,16479.0,9.70984212201073,271557441.0,16479.0,0
LP001282,1,1,0,0,0,2500,2118.0,104.0,360.0,1.0,1,7.824046010856292,6250000,7.658227526161352,4485924.0,4.6443908991413725,10816.0,4618.0,8.43771698991444,21325924.0,4514.0,8.414938957377482,20376196.0,4514.0,1
LP001835,1,1,0,1,0,1668,3890.0,201.0,360.0,0.0,1,7.419380582918692,2782224,8.266164436612492,15132100.0,5.303304908059076,40401.0,5558.0,8.62299361030245,30891364.0,5357.0,8.58615939588096,28697449.0,0.0,0
LP002129,1,1,0,0,0,2499,2458.0,160.0,360.0,1.0,1,7.823645930834952,6245001,7.80710329012598,6041764.0,5.075173815233827,25600.0,4957.0,8.508555998020574,24571849.0,4797.0,8.475746001502063,23011209.0,4797.0,1
LP001028,1,1,2,0,0,3073,8106.0,200.0,360.0,1.0,0,8.030409562130485,9443329,9.000359807188254,65707236.0,5.298317366548036,40000.0,11179.0,9.321792297270326,124970041.0,10979.0,9.303739636234733,120538441.0,10979.0,1
LP001904,1,1,0,0,0,3103,1300.0,80.0,360.0,1.0,0,8.04012466444838,9628609,7.170119543449628,1690000.0,4.382026634673881,6400.0,4403.0,8.390041405755754,19386409.0,4323.0,8.371704884667631,18688329.0,4323.0,1
LP001195,1,1,0,0,0,2132,1591.0,96.0,360.0,1.0,1,7.664815785285735,4545424,7.372118028337787,2531281.0,4.564348191467836,9216.0,3723.0,8.222285073872717,13860729.0,3627.0,8.196161139282902,13155129.0,3627.0,1
LP001112,0,1,0,0,0,3667,1459.0,144.0,360.0,1.0,1,8.207129168071326,13446889,7.285506548522785,2128681.0,4.969813299576001,20736.0,5126.0,8.542080906924017,26275876.0,4982.0,8.513586695822125,24820324.0,4982.0,1
LP002429,1,1,1,0,1,3466,1210.0,130.0,360.0,1.0,2,8.150756470275551,12013156,7.098375638590786,1464100.0,4.867534450455582,16900.0,4676.0,8.450198322591959,21864976.0,4546.0,8.422003004412488,20666116.0,4546.0,1
LP002387,1,1,0,0,0,2425,2340.0,143.0,360.0,1.0,1,7.793586803371584,5880625,7.757906208351747,5475600.0,4.962844630259907,20449.0,4765.0,8.469052816088302,22705225.0,4622.0,8.438582790834326,21362884.0,4622.0,1
LP002082,1,1,0,0,1,5818,2160.0,184.0,360.0,1.0,1,8.668711839055147,33849124,7.67786350067821,4665600.0,5.214935757608986,33856.0,7978.0,8.984443032465352,63648484.0,7794.0,8.961109485898655,60746436.0,7794.0,1
LP002051,1,1,0,0,0,2400,2167.0,115.0,360.0,1.0,1,7.783224016336037,5760000,7.681099001536359,4695889.0,4.74493212836325,13225.0,4567.0,8.426611813185,20857489.0,4452.0,8.401108712395436,19820304.0,4452.0,1
LP001811,1,1,0,1,0,3406,4417.0,123.0,360.0,1.0,1,8.133293861222633,11600836,8.393216011596527,19509889.0,4.812184355372417,15129.0,7823.0,8.96482339168508,61199329.0,7700.0,8.948975607841776,59290000.0,7700.0,1
LP001552,1,1,0,0,0,4583,5625.0,255.0,360.0,1.0,1,8.430109084509125,21003889,8.63497622707262,31640625.0,5.541263545158426,65025.0,10208.0,9.23092700558457,104203264.0,9953.0,9.205629292246064,99062209.0,9953.0,1
LP002652,1,0,0,0,0,5815,3666.0,311.0,360.0,1.0,2,8.668196064952765,33814225,8.20685642839965,13439556.0,5.739792912179234,96721.0,9481.0,9.15704507491796,89889361.0,9170.0,9.123692565250511,84088900.0,9170.0,0
LP002449,1,1,0,0,0,2483,2466.0,90.0,180.0,0.0,2,7.817222785508166,6165289,7.81035268372429,6081156.0,4.499809670330265,8100.0,4949.0,8.506940814951886,24492601.0,4859.0,8.488587934405903,23609881.0,0.0,1
LP001698,1,0,0,1,0,3975,2531.0,55.0,360.0,1.0,2,8.287780027088433,15800625,7.836369760545124,6405961.0,4.007333185232471,3025.0,6506.0,8.780480107033297,42328036.0,6451.0,8.771990436532242,41615401.0,6451.0,1
LP002739,1,1,0,1,0,2917,536.0,66.0,360.0,1.0,2,7.978310969867722,8508889,6.284134161070802,287296.0,4.189654742026425,4356.0,3453.0,8.146998697389993,11923209.0,3387.0,8.127699852817772,11471769.0,3387.0,0
LP002555,1,1,2,0,1,4583,2083.0,160.0,360.0,1.0,1,8.430109084509125,21003889,7.641564441260972,4338889.0,5.075173815233827,25600.0,6666.0,8.804775258867686,44435556.0,6506.0,8.780480107033297,42328036.0,6506.0,1
LP001666,1,0,0,0,0,8333,3750.0,187.0,360.0,1.0,2,9.027978814382207,69438889,8.229511118964457,14062500.0,5.231108616854587,34969.0,12083.0,9.399554785027307,145998889.0,11896.0,9.383957488139991,141514816.0,11896.0,1
LP002555,1,1,2,0,1,4583,2083.0,160.0,360.0,1.0,1,8.430109084509125,21003889,7.641564441260972,4338889.0,5.075173815233827,25600.0,6666.0,8.804775258867686,44435556.0,6506.0,8.780480107033297,42328036.0,6506.0,1
LP002640,1,1,1,0,0,6065,2004.0,250.0,360.0,1.0,1,8.71028982137815,36784225,7.602900462204755,4016016.0,5.521460917862246,62500.0,8069.0,8.995784837848506,65108761.0,7819.0,8.964311948124514,61136761.0,7819.0,1
LP001711,1,1,3,0,0,3430,1250.0,128.0,360.0,0.0,1,8.140315540159985,11764900,7.1308988302963465,1562500.0,4.852030263919617,16384.0,4680.0,8.451053388911692,21902400.0,4552.0,8.423321975806166,20720704.0,0.0,0
LP002342,1,1,2,0,1,1600,20000.0,239.0,360.0,1.0,0,7.3777589082278725,2560000,9.903487552536127,400000000.0,5.476463551931511,57121.0,21600.0,9.980448593672257,466560000.0,21361.0,9.969322108457675,456292321.0,21361.0,0
LP001507,1,1,0,0,0,2698,2034.0,122.0,360.0,1.0,1,7.900266036767701,7279204,7.617759576608505,4137156.0,4.804021044733257,14884.0,4732.0,8.462103225098277,22391824.0,4610.0,8.435983135990694,21252100.0,4610.0,1
LP002086,0,1,0,0,0,4333,2451.0,110.0,360.0,1.0,0,8.374015421739909,18774889,7.804251383528112,6007401.0,4.700480365792417,12100.0,6784.0,8.822322177471738,46022656.0,6674.0,8.80597465931132,44542276.0,6674.0,0
LP001915,1,1,2,0,0,2301,985.7999878,78.0,180.0,1.0,0,7.741099090035366,5294601,6.893453481895542,971801.6159464803,4.356708826689592,6084.0,3286.7999878,8.097669722345216,10803054.159802081,3208.7999878,8.073652310653799,10296397.36170528,3208.7999878,1
LP002332,1,1,0,1,0,2253,2033.0,110.0,360.0,1.0,2,7.720017940432244,5076009,7.617267813628347,4133089.0,4.700480365792417,12100.0,4286.0,8.363109176033522,18369796.0,4176.0,8.337109129562474,17438976.0,4176.0,1
LP002141,1,1,3,0,0,2666,2083.0,95.0,360.0,1.0,2,7.888334500738654,7107556,7.641564441260972,4338889.0,4.553876891600541,9025.0,4749.0,8.465689348549121,22553001.0,4654.0,8.445482343862237,21659716.0,4654.0,1
LP001910,1,0,1,1,1,4053,2426.0,158.0,360.0,0.0,0,8.307212626628308,16426809,7.793999089503996,5885476.0,5.062595033026967,24964.0,6479.0,8.776321456449958,41977441.0,6321.0,8.751632702472298,39955041.0,0.0,0
LP002603,0,0,0,0,0,645,3683.0,113.0,480.0,1.0,2,6.4692503167957724,416025,8.211482916445066,13564489.0,4.727387818712341,12769.0,4328.0,8.372860820526318,18731584.0,4215.0,8.346404870435956,17766225.0,4215.0,1
LP001940,1,1,2,0,0,3153,1560.0,134.0,360.0,1.0,0,8.056109659545061,9941409,7.352441100243583,2433600.0,4.897839799950911,17956.0,4713.0,8.45807992692373,22212369.0,4579.0,8.429235912657095,20967241.0,4579.0,1
LP002429,1,1,1,0,1,3466,1210.0,130.0,360.0,1.0,2,8.150756470275551,12013156,7.098375638590786,1464100.0,4.867534450455582,16900.0,4676.0,8.450198322591959,21864976.0,4546.0,8.422003004412488,20666116.0,4546.0,1
LP001565,1,1,1,0,0,3089,1280.0,121.0,360.0,0.0,1,8.035602692918582,9541921,7.154615356913663,1638400.0,4.795790545596741,14641.0,4369.0,8.382289428951436,19088161.0,4248.0,8.354203562921775,18045504.0,0.0,0
LP001256,1,0,0,0,0,3750,4750.0,176.0,360.0,1.0,0,8.229511118964457,14062500,8.465899897028686,22562500.0,5.170483995038151,30976.0,8500.0,9.047821442478408,72250000.0,8324.0,9.026898187513526,69288976.0,8324.0,0
LP002692,1,1,3,0,1,5677,1424.0,100.0,360.0,1.0,2,8.644178203170727,32228329,7.261225091971921,2027776.0,4.605170185988092,10000.0,7101.0,8.867990898182093,50424201.0,7001.0,8.853808274977197,49014001.0,7001.0,1
LP002138,1,1,0,0,0,2625,6250.0,187.0,360.0,1.0,2,7.872836175025724,6890625,8.740336742730447,39062500.0,5.231108616854587,34969.0,8875.0,9.090993614343617,78765625.0,8688.0,9.069698042173716,75481344.0,8688.0,1
LP001529,1,1,0,0,1,2577,3750.0,152.0,360.0,1.0,2,7.854381210652365,6640929,8.229511118964457,14062500.0,5.0238805208462765,23104.0,6327.0,8.752581469146884,40030929.0,6175.0,8.728264161496178,38130625.0,6175.0,1
LP002347,1,1,0,0,0,3246,1417.0,138.0,360.0,1.0,1,8.085178748074537,10536516,7.256297239690681,2007889.0,4.927253685157205,19044.0,4663.0,8.44741429680832,21743569.0,4525.0,8.417372856134026,20475625.0,4525.0,1
LP001765,1,1,1,0,0,2491,2054.0,104.0,360.0,1.0,1,7.820439515262181,6205081,7.627544390488503,4218916.0,4.6443908991413725,10816.0,4545.0,8.421783006611578,20657025.0,4441.0,8.398634855292102,19722481.0,4441.0,1
LP001282,1,1,0,0,0,2500,2118.0,104.0,360.0,1.0,1,7.824046010856292,6250000,7.658227526161352,4485924.0,4.6443908991413725,10816.0,4618.0,8.43771698991444,21325924.0,4514.0,8.414938957377482,20376196.0,4514.0,1
LP002205,1,0,1,0,0,3062,1987.0,111.0,180.0,0.0,0,8.026823576217629,9375844,7.594381242551817,3948169.0,4.709530201312334,12321.0,5049.0,8.526945482858915,25492401.0,4938.0,8.504715669905124,24383844.0,0.0,0
LP001225,1,1,0,0,0,5726,4595.0,258.0,360.0,1.0,1,8.65277248565806,32787076,8.432724034789787,21114025.0,5.552959584921617,66564.0,10321.0,9.241935933565934,106523041.0,10063.0,9.216620609933333,101263969.0,10063.0,0
LP001431,0,0,0,0,0,2137,8980.0,137.0,360.0,0.0,1,7.667158255319148,4566769,9.102755161296246,80640400.0,4.919980925828125,18769.0,11117.0,9.316230747233615,123587689.0,10980.0,9.30383071506352,120560400.0,0.0,1
LP001046,1,1,1,0,0,5955,5625.0,315.0,360.0,1.0,0,8.691986481789401,35462025,8.63497622707262,31640625.0,5.752572638825633,99225.0,11580.0,9.357034751126987,134096400.0,11265.0,9.329455852866344,126900225.0,11265.0,1
LP001904,1,1,0,0,0,3103,1300.0,80.0,360.0,1.0,0,8.04012466444838,9628609,7.170119543449628,1690000.0,4.382026634673881,6400.0,4403.0,8.390041405755754,19386409.0,4323.0,8.371704884667631,18688329.0,4323.0,1
LP001859,1,1,0,0,0,14683,2100.0,304.0,360.0,1.0,2,9.594445640962938,215590489,7.649692623711514,4410000.0,5.717027701406222,92416.0,16783.0,9.72812174830818,281669089.0,16479.0,9.70984212201073,271557441.0,16479.0,0
LP001578,1,1,0,0,0,2439,3333.0,129.0,360.0,1.0,2,7.79934339821592,5948721,8.11162807830774,11108889.0,4.859812404361672,16641.0,5772.0,8.660773919893762,33315984.0,5643.0,8.63817111796914,31843449.0,5643.0,1
LP001914,1,1,0,0,0,3927,800.0,112.0,360.0,1.0,1,8.27563105457801,15421329,6.684611727667927,640000.0,4.718498871295094,12544.0,4727.0,8.461046030793236,22344529.0,4615.0,8.437067146936952,21298225.0,4615.0,1
LP002841,1,1,0,0,0,3166,2064.0,104.0,360.0,0.0,0,8.060224240440958,10023556,7.6324011266014535,4260096.0,4.6443908991413725,10816.0,5230.0,8.56216655705897,27352900.0,5126.0,8.542080906924017,26275876.0,0.0,0
LP002517,1,1,1,1,0,2653,1500.0,113.0,180.0,0.0,2,7.88344635413774,7038409,7.313220387090301,2250000.0,4.727387818712341,12769.0,4153.0,8.331586243630754,17247409.0,4040.0,8.303999970955196,16321600.0,0.0,0
LP001570,1,1,2,0,0,4167,1447.0,158.0,360.0,1.0,2,8.334951631422454,17363889,7.277247726631484,2093809.0,5.062595033026967,24964.0,5614.0,8.633018756921828,31516996.0,5456.0,8.604471199523298,29767936.0,5456.0,1
LP002308,1,1,0,1,0,2167,2400.0,115.0,360.0,1.0,0,7.681099001536359,4695889,7.783224016336037,5760000.0,4.74493212836325,13225.0,4567.0,8.426611813185,20857489.0,4452.0,8.401108712395436,19820304.0,4452.0,1
LP001519,0,0,0,0,0,10000,1666.0,225.0,360.0,1.0,2,9.210340371976184,100000000,7.418180822726788,2775556.0,5.41610040220442,50625.0,11666.0,9.364433907313582,136095556.0,11441.0,9.344958673700944,130896481.0,11441.0,0
LP001963,1,1,1,0,0,2014,2925.0,113.0,360.0,1.0,0,7.607878073278507,4056196,7.981049759665957,8555625.0,4.727387818712341,12769.0,4939.0,8.504918160540624,24393721.0,4826.0,8.481773246184977,23290276.0,4826.0,0
LP001977,1,1,1,0,0,1625,1803.0,96.0,360.0,1.0,0,7.393263094763838,2640625,7.497207223203318,3250809.0,4.564348191467836,9216.0,3428.0,8.13973227971767,11751184.0,3332.0,8.111328003286733,11102224.0,3332.0,1
LP001720,1,1,3,1,0,3850,983.0,100.0,360.0,1.0,1,8.25582842728183,14822500,6.890609120147166,966289.0,4.605170185988092,10000.0,4833.0,8.483222671845084,23357889.0,4733.0,8.462314529906248,22401289.0,4733.0,1
LP001194,1,1,2,0,0,2708,1167.0,97.0,360.0,1.0,1,7.903965634032166,7333264,7.062191632286556,1361889.0,4.574710978503383,9409.0,3875.0,8.262300941787448,15015625.0,3778.0,8.236950048061455,14273284.0,3778.0,1
LP002287,0,0,0,0,0,1500,1800.0,103.0,360.0,0.0,1,7.313220387090301,2250000,7.495541943884256,3240000.0,4.634728988229636,10609.0,3300.0,8.101677747454572,10890000.0,3197.0,8.069968149059841,10220809.0,0.0,0
LP002158,1,1,0,1,0,3000,1666.0,100.0,480.0,0.0,0,8.006367567650246,9000000,7.418180822726788,2775556.0,4.605170185988092,10000.0,4666.0,8.448057452581375,21771556.0,4566.0,8.42639282708974,20848356.0,0.0,0
LP001020,1,1,1,0,0,12841,10968.0,349.0,360.0,1.0,1,9.460398455831275,164891281,9.30273722124215,120297024.0,5.855071922202427,121801.0,23809.0,10.077818939438902,566868481.0,23460.0,10.063052122207466,550371600.0,23460.0,0
LP001195,1,1,0,0,0,2132,1591.0,96.0,360.0,1.0,1,7.664815785285735,4545424,7.372118028337787,2531281.0,4.564348191467836,9216.0,3723.0,8.222285073872717,13860729.0,3627.0,8.196161139282902,13155129.0,3627.0,1
LP001722,1,1,0,0,0,150,1800.0,135.0,360.0,1.0,2,5.0106352940962555,22500,7.495541943884256,3240000.0,4.90527477843843,18225.0,1950.0,7.575584651557793,3802500.0,1815.0,7.503840746698951,3294225.0,1815.0,0
LP002755,1,1,1,1,0,2239,2524.0,128.0,360.0,1.0,0,7.713784616598755,5013121,7.8336002236611035,6370576.0,4.852030263919617,16384.0,4763.0,8.46863300080086,22686169.0,4635.0,8.441391477999955,21483225.0,4635.0,1
LP001552,1,1,0,0,0,4583,5625.0,255.0,360.0,1.0,1,8.430109084509125,21003889,8.63497622707262,31640625.0,5.541263545158426,65025.0,10208.0,9.23092700558457,104203264.0,9953.0,9.205629292246064,99062209.0,9953.0,1
LP001345,1,1,2,1,0,4288,3263.0,133.0,180.0,1.0,0,8.363575702750637,18386944,8.09040229659332,10647169.0,4.890349128221754,17689.0,7551.0,8.929435283803425,57017601.0,7418.0,8.911664758049536,55026724.0,7418.0,1
LP001131,1,1,0,0,0,3941,2336.0,134.0,360.0,1.0,1,8.279189777195004,15531481,7.756195343948118,5456896.0,4.897839799950911,17956.0,6277.0,8.744647438317532,39400729.0,6143.0,8.723068501163928,37736449.0,6143.0,1
LP001194,1,1,2,0,0,2708,1167.0,97.0,360.0,1.0,1,7.903965634032166,7333264,7.062191632286556,1361889.0,4.574710978503383,9409.0,3875.0,8.262300941787448,15015625.0,3778.0,8.236950048061455,14273284.0,3778.0,1
LP001439,1,1,0,1,0,4300,2014.0,194.0,360.0,1.0,2,8.366370301681654,18490000,7.607878073278507,4056196.0,5.267858159063328,37636.0,6314.0,8.750524669117937,39866596.0,6120.0,8.719317375506371,37454400.0,6120.0,1
LP001228,1,0,0,1,0,3200,2254.0,126.0,180.0,0.0,0,8.070906088787819,10240000,7.720461694599722,5080516.0,4.836281906951478,15876.0,5454.0,8.604104563405533,29746116.0,5328.0,8.580731212220226,28387584.0,0.0,0
LP001114,1,0,0,0,0,4166,7210.0,184.0,360.0,1.0,0,8.334711621820917,17355556,8.883224230278994,51984100.0,5.214935757608986,33856.0,11376.0,9.339261152043022,129413376.0,11192.0,9.322954516345318,125260864.0,11192.0,1
LP001279,1,0,0,0,0,2366,2531.0,136.0,360.0,1.0,1,7.768956044538332,5597956,7.836369760545124,6405961.0,4.912654885736052,18496.0,4897.0,8.496378051702317,23980609.0,4761.0,8.46821300919452,22667121.0,4761.0,1
LP001758,1,1,2,0,0,6250,1695.0,210.0,360.0,1.0,1,8.740336742730447,39062500,7.43543801981455,2873025.0,5.3471075307174685,44100.0,7945.0,8.980298078970817,63123025.0,7735.0,8.953510763007166,59830225.0,7735.0,1
LP001570,1,1,2,0,0,4167,1447.0,158.0,360.0,1.0,2,8.334951631422454,17363889,7.277247726631484,2093809.0,5.062595033026967,24964.0,5614.0,8.633018756921828,31516996.0,5456.0,8.604471199523298,29767936.0,5456.0,1
LP001155,0,1,0,1,0,1928,1644.0,100.0,360.0,1.0,1,7.564238475170491,3717184,7.404887575616125,2702736.0,4.605170185988092,10000.0,3572.0,8.18088094199639,12759184.0,3472.0,8.15248607578024,12054784.0,3472.0,1
LP002741,0,1,1,0,0,4608,2845.0,140.0,180.0,1.0,1,8.435549202375727,21233664,7.953318346560431,8094025.0,4.941642422609304,19600.0,7453.0,8.916371914881694,55547209.0,7313.0,8.89740886527095,53479969.0,7313.0,1
LP002505,1,1,0,0,0,4333,2451.0,110.0,360.0,1.0,0,8.374015421739909,18774889,7.804251383528112,6007401.0,4.700480365792417,12100.0,6784.0,8.822322177471738,46022656.0,6674.0,8.80597465931132,44542276.0,6674.0,0
LP002640,1,1,1,0,0,6065,2004.0,250.0,360.0,1.0,1,8.71028982137815,36784225,7.602900462204755,4016016.0,5.521460917862246,62500.0,8069.0,8.995784837848506,65108761.0,7819.0,8.964311948124514,61136761.0,7819.0,1
LP002308,1,1,0,1,0,2167,2400.0,115.0,360.0,1.0,0,7.681099001536359,4695889,7.783224016336037,5760000.0,4.74493212836325,13225.0,4567.0,8.426611813185,20857489.0,4452.0,8.401108712395436,19820304.0,4452.0,1
LP001116,1,0,0,1,0,3748,1668.0,110.0,360.0,1.0,1,8.228977643358313,14047504,7.419380582918692,2782224.0,4.700480365792417,12100.0,5416.0,8.59711281459211,29333056.0,5306.0,8.576593534697684,28153636.0,5306.0,1
LP001955,0,0,0,0,0,5000,2541.0,151.0,480.0,1.0,2,8.517193191416238,25000000,7.840312983320164,6456681.0,5.017279836814924,22801.0,7541.0,8.928110078202646,56866681.0,7390.0,8.907883013942248,54612100.0,7390.0,0
LP002602,1,0,0,0,0,6283,4416.0,209.0,360.0,0.0,2,8.745602852402946,39476089,8.392989587956931,19501056.0,5.342334251964811,43681.0,10699.0,9.277905558138606,114468601.0,10490.0,9.258177701390343,110040100.0,0.0,0
