Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,log_app_income,sqr_app_income,log_coapp_income,sqr_coapp_income,log_loan_amt,sqr_loan_amt,Total_Income,Total_Income_log,Total_Income_sqr,Payability,Payability_log,Payability_sqr
LP001131,1,1,0,0,0,3941,2336.0,134.0,360.0,1.0,1,1,8.279189777195004,15531481,7.756195343948118,5456896.0,4.897839799950911,17956.0,6277.0,8.744647438317532,39400729.0,6143.0,8.723068501163928,37736449.0
LP001138,1,1,1,0,0,5649,0.0,44.0,360.0,1.0,0,1,8.639233817325263,31911201,-inf,0.0,3.784189633918261,1936.0,5649.0,8.639233817325263,31911201.0,5605.0,8.63141433550626,31416025.0
LP001144,1,1,0,0,0,5821,0.0,144.0,360.0,1.0,0,1,8.669227347271736,33884041,-inf,0.0,4.969813299576001,20736.0,5821.0,8.669227347271736,33884041.0,5677.0,8.644178203170727,32228329.0
LP001146,0,1,0,0,0,2645,3440.0,120.0,360.0,0.0,0,0,7.8804263442924,6996025,8.143226750367445,11833600.0,4.787491742782046,14400.0,6085.0,8.713582005421628,37027225.0,5965.0,8.693664334532016,35581225.0
LP001151,0,0,0,0,0,4000,2275.0,144.0,360.0,1.0,1,1,8.294049640102028,16000000,7.729735331385051,5175625.0,4.969813299576001,20736.0,6275.0,8.744328763999984,39375625.0,6131.0,8.721113147762688,37589161.0
LP001155,0,1,0,1,0,1928,1644.0,100.0,360.0,1.0,1,1,7.564238475170491,3717184,7.404887575616125,2702736.0,4.605170185988092,10000.0,3572.0,8.18088094199639,12759184.0,3472.0,8.15248607578024,12054784.0
LP001157,0,0,0,0,0,3086,0.0,120.0,360.0,1.0,1,1,8.034631032923107,9523396,-inf,0.0,4.787491742782046,14400.0,3086.0,8.034631032923107,9523396.0,2966.0,7.994969522697877,8797156.0
LP001164,0,0,0,0,0,4230,0.0,112.0,360.0,1.0,1,0,8.349957272040324,17892900,-inf,0.0,4.718498871295094,12544.0,4230.0,8.349957272040324,17892900.0,4118.0,8.323122887587735,16957924.0
LP001179,1,1,2,0,0,4616,0.0,134.0,360.0,1.0,0,0,8.437283808187935,21307456,-inf,0.0,4.897839799950911,17956.0,4616.0,8.437283808187935,21307456.0,4482.0,8.407824654360873,20088324.0
LP001186,0,1,1,0,1,11500,0.0,286.0,360.0,0.0,0,0,9.350102314351341,132250000,-inf,0.0,5.655991810819852,81796.0,11500.0,9.350102314351341,132250000.0,11214.0,9.324918276683619,125753796.0
LP001194,1,1,2,0,0,2708,1167.0,97.0,360.0,1.0,1,1,7.903965634032166,7333264,7.062191632286556,1361889.0,4.574710978503383,9409.0,3875.0,8.262300941787448,15015625.0,3778.0,8.236950048061455,14273284.0
LP001195,1,1,0,0,0,2132,1591.0,96.0,360.0,1.0,1,1,7.664815785285735,4545424,7.372118028337787,2531281.0,4.564348191467836,9216.0,3723.0,8.222285073872717,13860729.0,3627.0,8.196161139282902,13155129.0
LP001197,1,1,0,0,0,3366,2200.0,135.0,360.0,1.0,2,0,8.121480374750751,11329956,7.696212639346407,4840000.0,4.90527477843843,18225.0,5566.0,8.624431942085836,30980356.0,5431.0,8.599878558034845,29495761.0
LP001198,1,1,1,0,0,8080,2250.0,180.0,360.0,1.0,0,1,8.997147151515142,65286400,7.718685495198466,5062500.0,5.19295685089021,32400.0,10330.0,9.242807562113684,106708900.0,10150.0,9.225228984469933,103022500.0
LP001199,1,1,2,1,0,3357,2859.0,144.0,360.0,1.0,0,1,8.118802996980035,11269449,7.958227192322312,8173881.0,4.969813299576001,20736.0,6216.0,8.734881892047483,38638656.0,6072.0,8.711443319075466,36869184.0
LP001205,1,1,0,0,0,2500,3796.0,120.0,360.0,1.0,0,1,7.824046010856292,6250000,8.241703159729818,14409616.0,4.787491742782046,14400.0,6296.0,8.74766979009724,39639616.0,6176.0,8.728426091704613,38142976.0
LP001206,1,1,3,0,0,3029,0.0,99.0,360.0,1.0,0,1,8.015987811027237,9174841,-inf,0.0,4.59511985013459,9801.0,3029.0,8.015987811027237,9174841.0,2930.0,7.982757702011113,8584900.0
LP001207,1,1,0,1,1,2609,3449.0,165.0,180.0,0.0,2,0,7.866722285136729,6806881,8.145839612936841,11895601.0,5.10594547390058,27225.0,6058.0,8.709134991587183,36699364.0,5893.0,8.681520484837913,34727449.0
LP001222,0,0,0,0,0,4166,0.0,116.0,360.0,0.0,1,0,8.334711621820917,17355556,-inf,0.0,4.7535901911063645,13456.0,4166.0,8.334711621820917,17355556.0,4050.0,8.306472160100585,16402500.0
LP001225,1,1,0,0,0,5726,4595.0,258.0,360.0,1.0,1,0,8.65277248565806,32787076,8.432724034789787,21114025.0,5.552959584921617,66564.0,10321.0,9.241935933565934,106523041.0,10063.0,9.216620609933333,101263969.0
LP001228,1,0,0,1,0,3200,2254.0,126.0,180.0,0.0,0,0,8.070906088787819,10240000,7.720461694599722,5080516.0,4.836281906951478,15876.0,5454.0,8.604104563405533,29746116.0,5328.0,8.580731212220226,28387584.0
LP001233,1,1,1,0,0,10750,0.0,312.0,360.0,1.0,0,1,9.28266103355581,115562500,-inf,0.0,5.7430031878094825,97344.0,10750.0,9.28266103355581,115562500.0,10438.0,9.25320827220336,108951844.0
LP001238,1,1,3,1,1,7100,0.0,125.0,60.0,1.0,0,1,8.867850063029406,50410000,-inf,0.0,4.8283137373023015,15625.0,7100.0,8.867850063029406,50410000.0,6975.0,8.850087606689566,48650625.0
LP001241,0,0,0,0,0,4300,0.0,136.0,360.0,0.0,1,0,8.366370301681654,18490000,-inf,0.0,4.912654885736052,18496.0,4300.0,8.366370301681654,18490000.0,4164.0,8.33423142973486,17338896.0
LP001243,1,1,0,0,0,3208,3066.0,172.0,360.0,1.0,0,1,8.073402968986406,10291264,8.028129059431759,9400356.0,5.147494476813453,29584.0,6274.0,8.744169388750624,39363076.0,6102.0,8.716371865276615,37234404.0
LP001245,1,1,2,1,1,1875,1875.0,97.0,360.0,1.0,1,1,7.536363938404511,3515625,7.536363938404511,3515625.0,4.574710978503383,9409.0,3750.0,8.229511118964457,14062500.0,3653.0,8.203304026795282,13344409.0
LP001248,1,0,0,0,0,3500,0.0,81.0,300.0,1.0,1,1,8.160518247477505,12250000,-inf,0.0,4.394449154672439,6561.0,3500.0,8.160518247477505,12250000.0,3419.0,8.137103389639302,11689561.0
LP001253,1,1,3,0,1,5266,1774.0,187.0,360.0,1.0,1,1,8.569026340056254,27730756,7.480992162869525,3147076.0,5.231108616854587,34969.0,7040.0,8.859363449152088,49561600.0,6853.0,8.832441791585824,46963609.0
LP001255,1,0,0,0,0,3750,0.0,113.0,480.0,1.0,0,0,8.229511118964457,14062500,-inf,0.0,4.727387818712341,12769.0,3750.0,8.229511118964457,14062500.0,3637.0,8.19891444498699,13227769.0
LP001256,1,0,0,0,0,3750,4750.0,176.0,360.0,1.0,0,0,8.229511118964457,14062500,8.465899897028686,22562500.0,5.170483995038151,30976.0,8500.0,9.047821442478408,72250000.0,8324.0,9.026898187513526,69288976.0
LP001259,1,1,1,0,1,1000,3022.0,110.0,360.0,1.0,0,0,6.907755278982137,1000000,8.013674142832684,9132484.0,4.700480365792417,12100.0,4022.0,8.299534570332597,16176484.0,3912.0,8.271804031154709,15303744.0
LP001263,1,1,3,0,0,3167,4000.0,180.0,300.0,0.0,1,0,8.06054004653864,10029889,8.294049640102028,16000000.0,5.19295685089021,32400.0,7167.0,8.877242435993919,51365889.0,6987.0,8.85180655855245,48818169.0
LP001265,0,0,0,0,0,3846,0.0,111.0,360.0,1.0,1,1,8.254788926148725,14791716,-inf,0.0,4.709530201312334,12321.0,3846.0,8.254788926148725,14791716.0,3735.0,8.225503097566918,13950225.0
LP001267,0,1,2,0,0,1378,1881.0,167.0,360.0,1.0,0,0,7.228388451573604,1898884,7.53955882930103,3538161.0,5.117993812416755,27889.0,3259.0,8.089175678837561,10621081.0,3092.0,8.036573409707312,9560464.0
LP001275,1,1,1,0,0,3988,0.0,50.0,240.0,1.0,0,1,8.291045131081729,15904144,-inf,0.0,3.912023005428146,2500.0,3988.0,8.291045131081729,15904144.0,3938.0,8.278428259199071,15507844.0
LP001279,1,0,0,0,0,2366,2531.0,136.0,360.0,1.0,1,1,7.768956044538332,5597956,7.836369760545124,6405961.0,4.912654885736052,18496.0,4897.0,8.496378051702317,23980609.0,4761.0,8.46821300919452,22667121.0
LP001282,1,1,0,0,0,2500,2118.0,104.0,360.0,1.0,1,1,7.824046010856292,6250000,7.658227526161352,4485924.0,4.6443908991413725,10816.0,4618.0,8.43771698991444,21325924.0,4514.0,8.414938957377482,20376196.0
LP001289,1,0,0,0,0,8566,0.0,210.0,360.0,1.0,0,1,9.055556158175316,73376356,-inf,0.0,5.3471075307174685,44100.0,8566.0,9.055556158175316,73376356.0,8356.0,9.030735122676456,69822736.0
LP001310,1,1,0,0,0,5695,4167.0,175.0,360.0,1.0,1,1,8.647343875881283,32433025,8.334951631422454,17363889.0,5.1647859739235145,30625.0,9862.0,9.196444266784072,97259044.0,9687.0,9.178540059426386,93837969.0
LP001316,1,1,0,0,0,2958,2900.0,131.0,360.0,1.0,1,1,7.992268643270745,8749764,7.9724660159745655,8410000.0,4.875197323201151,17161.0,5858.0,8.675563527387679,34316164.0,5727.0,8.652947112393857,32798529.0
LP001318,1,1,2,0,0,6250,5654.0,188.0,180.0,1.0,1,1,8.740336742730447,39062500,8.640118538253535,31967716.0,5.236441962829949,35344.0,11904.0,9.384629757072872,141705216.0,11716.0,9.368710707947624,137264656.0
LP001319,1,1,2,1,0,3273,1820.0,81.0,360.0,1.0,0,1,8.09346227450118,10712529,7.506591780070841,3312400.0,4.394449154672439,6561.0,5093.0,8.535622326884605,25938649.0,5012.0,8.51959031601596,25120144.0
LP001322,1,0,0,0,0,4133,0.0,122.0,360.0,1.0,1,1,8.326758814511733,17081689,-inf,0.0,4.804021044733257,14884.0,4133.0,8.326758814511733,17081689.0,4011.0,8.296795865770052,16088121.0
LP001325,1,0,0,1,0,3620,0.0,25.0,120.0,1.0,1,1,8.194229304819817,13104400,-inf,0.0,3.2188758248682006,625.0,3620.0,8.194229304819817,13104400.0,3595.0,8.187299270155147,12924025.0
LP001327,0,1,0,0,0,2484,2302.0,137.0,360.0,1.0,1,1,7.81762544305337,6170256,7.741533589281828,5299204.0,4.919980925828125,18769.0,4786.0,8.47345026846832,22905796.0,4649.0,8.444407421690585,21613201.0
LP001333,1,1,0,0,0,1977,997.0,50.0,360.0,1.0,1,1,7.589335823170617,3908529,6.904750769961838,994009.0,3.912023005428146,2500.0,2974.0,7.9976631270201,8844676.0,2924.0,7.980707820869669,8549776.0
LP001334,1,1,0,1,0,4188,0.0,115.0,180.0,1.0,1,1,8.339978571990427,17539344,-inf,0.0,4.74493212836325,13225.0,4188.0,8.339978571990427,17539344.0,4073.0,8.312135107648412,16589329.0
LP001343,1,1,0,0,0,1759,3541.0,131.0,360.0,1.0,1,1,7.472500744737558,3094081,8.172164452111904,12538681.0,4.875197323201151,17161.0,5300.0,8.575462099540212,28090000.0,5169.0,8.550434525196039,26718561.0
LP001345,1,1,2,1,0,4288,3263.0,133.0,180.0,1.0,0,1,8.363575702750637,18386944,8.09040229659332,10647169.0,4.890349128221754,17689.0,7551.0,8.929435283803425,57017601.0,7418.0,8.911664758049536,55026724.0
LP001349,1,0,0,0,0,4843,3806.0,151.0,360.0,1.0,1,1,8.48528964240323,23454649,8.244334047856094,14485636.0,5.017279836814924,22801.0,8649.0,9.065198986306513,74805201.0,8498.0,9.047586120674756,72216004.0
LP001367,1,1,1,0,0,3052,1030.0,100.0,360.0,1.0,0,1,8.023552392404348,9314704,6.937314081223682,1060900.0,4.605170185988092,10000.0,4082.0,8.31434234336979,16662724.0,3982.0,8.289539484624141,15856324.0
LP001369,1,1,2,0,0,11417,1126.0,225.0,360.0,1.0,0,1,9.342858751676328,130347889,7.026426808699636,1267876.0,5.41610040220442,50625.0,12543.0,9.436918020024674,157326849.0,12318.0,9.418816886246988,151733124.0
LP001379,1,1,2,0,0,3800,3600.0,216.0,360.0,0.0,0,0,8.242756345714477,14440000,8.1886891244442,12960000.0,5.375278407684165,46656.0,7400.0,8.909235279192261,54760000.0,7184.0,8.879611609982035,51609856.0
LP001384,1,1,3,1,0,2071,754.0,94.0,480.0,1.0,1,1,7.635786861395585,4289041,6.625392368007956,568516.0,4.543294782270004,8836.0,2825.0,7.946263643580541,7980625.0,2731.0,7.912423121473705,7458361.0
LP001385,1,0,0,0,0,5316,0.0,136.0,360.0,1.0,0,1,8.578476419833136,28259856,-inf,0.0,4.912654885736052,18496.0,5316.0,8.578476419833136,28259856.0,5180.0,8.55256033525353,26832400.0
LP001401,1,1,1,0,0,14583,0.0,185.0,180.0,1.0,2,1,9.587611745713565,212663889,-inf,0.0,5.220355825078324,34225.0,14583.0,9.587611745713565,212663889.0,14398.0,9.574844587029249,207302404.0
LP001404,0,1,0,0,0,3167,2283.0,154.0,360.0,1.0,1,1,8.06054004653864,10029889,7.733245646529795,5212089.0,5.0369526024136295,23716.0,5450.0,8.60337088765729,29702500.0,5296.0,8.574707097616844,28047616.0
LP001421,1,1,0,0,0,5568,2142.0,175.0,360.0,1.0,2,0,8.624791202014256,31002624,7.669495251007694,4588164.0,5.1647859739235145,30625.0,7710.0,8.950273466557375,59444100.0,7535.0,8.927314111060596,56776225.0
LP001422,0,0,0,0,0,10408,0.0,259.0,360.0,1.0,0,1,9.250330020192342,108326464,-inf,0.0,5.556828061699537,67081.0,10408.0,9.250330020192342,108326464.0,10149.0,9.225130457448818,103002201.0
LP001430,0,0,0,0,0,4166,0.0,44.0,360.0,1.0,1,1,8.334711621820917,17355556,-inf,0.0,3.784189633918261,1936.0,4166.0,8.334711621820917,17355556.0,4122.0,8.324093761450404,16990884.0
LP001431,0,0,0,0,0,2137,8980.0,137.0,360.0,0.0,1,1,7.667158255319148,4566769,9.102755161296246,80640400.0,4.919980925828125,18769.0,11117.0,9.316230747233615,123587689.0,10980.0,9.30383071506352,120560400.0
LP001432,1,1,2,0,0,2957,0.0,81.0,360.0,1.0,1,1,7.9919305198524775,8743849,-inf,0.0,4.394449154672439,6561.0,2957.0,7.9919305198524775,8743849.0,2876.0,7.964155718840937,8271376.0
LP001439,1,1,0,1,0,4300,2014.0,194.0,360.0,1.0,2,1,8.366370301681654,18490000,7.607878073278507,4056196.0,5.267858159063328,37636.0,6314.0,8.750524669117937,39866596.0,6120.0,8.719317375506371,37454400.0
LP001451,1,1,1,0,1,10513,3850.0,160.0,180.0,0.0,0,0,9.26036786557583,110523169,8.25582842728183,14822500.0,5.075173815233827,25600.0,14363.0,9.572410734431823,206295769.0,14203.0,9.561208488881128,201725209.0
LP001473,1,0,0,0,0,2014,1929.0,74.0,360.0,1.0,0,1,7.607878073278507,4056196,7.564757012905729,3721041.0,4.30406509320417,5476.0,3943.0,8.279697133877628,15547249.0,3869.0,8.260751354700513,14969161.0
LP001478,1,0,0,0,0,2718,0.0,70.0,360.0,1.0,1,1,7.907651594711089,7387524,-inf,0.0,4.248495242049359,4900.0,2718.0,7.907651594711089,7387524.0,2648.0,7.881559917056899,7011904.0
LP001482,1,1,0,0,1,3459,0.0,25.0,120.0,1.0,1,1,8.148734808937169,11964681,-inf,0.0,3.2188758248682006,625.0,3459.0,8.148734808937169,11964681.0,3434.0,8.141481041457421,11792356.0
LP001487,1,0,0,0,0,4895,0.0,102.0,360.0,1.0,1,1,8.49596955496461,23961025,-inf,0.0,4.624972813284271,10404.0,4895.0,8.49596955496461,23961025.0,4793.0,8.474911799159631,22972849.0
LP001488,1,1,3,0,0,4000,7750.0,290.0,360.0,1.0,1,0,8.294049640102028,16000000,8.955448122347393,60062500.0,5.66988092298052,84100.0,11750.0,9.371608519572305,138062500.0,11460.0,9.346617990268731,131331600.0
LP001489,0,1,0,0,0,4583,0.0,84.0,360.0,1.0,2,0,8.430109084509125,21003889,-inf,0.0,4.430816798843313,7056.0,4583.0,8.430109084509125,21003889.0,4499.0,8.411610428841172,20241001.0
LP001491,1,1,2,0,1,3316,3500.0,88.0,360.0,1.0,0,1,8.106514516255185,10995856,8.160518247477505,12250000.0,4.477336814478207,7744.0,6816.0,8.827028068509152,46457856.0,6728.0,8.814033201652784,45265984.0
LP001492,1,0,0,0,0,14999,0.0,242.0,360.0,0.0,1,0,9.61573881119536,224970001,-inf,0.0,5.488937726156687,58564.0,14999.0,9.61573881119536,224970001.0,14757.0,9.59947282546345,217769049.0
LP001493,1,1,2,1,0,4200,1430.0,129.0,360.0,1.0,2,0,8.34283980427146,17640000,7.265429723253953,2044900.0,4.859812404361672,16641.0,5630.0,8.635864721133736,31696900.0,5501.0,8.612685172875459,30261001.0
LP001497,1,1,2,0,0,5042,2083.0,185.0,360.0,1.0,2,0,8.525558107747866,25421764,7.641564441260972,4338889.0,5.220355825078324,34225.0,7125.0,8.871365005136852,50765625.0,6940.0,8.84505705350085,48163600.0
LP001498,1,0,0,0,0,5417,0.0,168.0,360.0,1.0,0,1,8.597297435657898,29343889,-inf,0.0,5.123963979403259,28224.0,5417.0,8.597297435657898,29343889.0,5249.0,8.5657928612523,27552001.0
LP001504,1,0,0,0,1,6950,0.0,175.0,180.0,1.0,1,1,8.846496938558838,48302500,-inf,0.0,5.1647859739235145,30625.0,6950.0,8.846496938558838,48302500.0,6775.0,8.820994645747902,45900625.0
LP001507,1,1,0,0,0,2698,2034.0,122.0,360.0,1.0,1,1,7.900266036767701,7279204,7.617759576608505,4137156.0,4.804021044733257,14884.0,4732.0,8.462103225098277,22391824.0,4610.0,8.435983135990694,21252100.0
LP001508,1,1,2,0,0,11757,0.0,187.0,180.0,1.0,0,1,9.372204086867741,138227049,-inf,0.0,5.231108616854587,34969.0,11757.0,9.372204086867741,138227049.0,11570.0,9.356170820187723,133864900.0
LP001514,0,1,0,0,0,2330,4486.0,100.0,360.0,1.0,1,1,7.753623546559746,5428900,8.408716715080153,20124196.0,4.605170185988092,10000.0,6816.0,8.827028068509152,46457856.0,6716.0,8.812248018197431,45104656.0
LP001516,0,1,2,0,0,14866,0.0,70.0,360.0,1.0,0,1,9.60683200528524,220997956,-inf,0.0,4.248495242049359,4900.0,14866.0,9.60683200528524,220997956.0,14796.0,9.602112152952344,218921616.0
LP001518,1,1,1,0,0,1538,1425.0,30.0,360.0,1.0,0,1,7.338238150065589,2365444,7.261927092702751,2030625.0,3.4011973816621555,900.0,2963.0,7.993957547573565,8779369.0,2933.0,7.983781068977451,8602489.0
LP001519,0,0,0,0,0,10000,1666.0,225.0,360.0,1.0,2,0,9.210340371976184,100000000,7.418180822726788,2775556.0,5.41610040220442,50625.0,11666.0,9.364433907313582,136095556.0,11441.0,9.344958673700944,130896481.0
LP001520,1,1,0,0,0,4860,830.0,125.0,360.0,1.0,1,1,8.48879371689454,23619600,6.721425700790643,688900.0,4.8283137373023015,15625.0,5690.0,8.646465527120377,32376100.0,5565.0,8.624252263709645,30969225.0
LP001528,1,0,0,0,0,6277,0.0,118.0,360.0,0.0,2,0,8.744647438317532,39400729,-inf,0.0,4.770684624465665,13924.0,6277.0,8.744647438317532,39400729.0,6159.0,8.725669705687043,37933281.0
LP001529,1,1,0,0,1,2577,3750.0,152.0,360.0,1.0,2,1,7.854381210652365,6640929,8.229511118964457,14062500.0,5.0238805208462765,23104.0,6327.0,8.752581469146884,40030929.0,6175.0,8.728264161496178,38130625.0
LP001531,1,0,0,0,0,9166,0.0,244.0,360.0,1.0,0,0,9.123256265069069,84015556,-inf,0.0,5.497168225293202,59536.0,9166.0,9.123256265069069,84015556.0,8922.0,9.09627541568821,79602084.0
LP001532,1,1,2,1,0,2281,0.0,113.0,360.0,1.0,2,0,7.732369222284388,5202961,-inf,0.0,4.727387818712341,12769.0,2281.0,7.732369222284388,5202961.0,2168.0,7.681560362559537,4700224.0
LP001535,1,0,0,0,0,3254,0.0,50.0,360.0,1.0,0,1,8.087640287778983,10588516,-inf,0.0,3.912023005428146,2500.0,3254.0,8.087640287778983,10588516.0,3204.0,8.07215530818825,10265616.0
